Issue id,Summary,Status,Priority,Resolution,Description
13423883,Replacing log4j with reload4j for branch-2.x,Resolved,Critical,Fixed,"There are several new CVEs for log4j1 now. As it is not suitable to upgrade to log4j2 for 2.x releases, let's replace the log4j1 dependencies with reload4j."
13426993,Incorrect exception handling in shell,Resolved,Critical,Fixed,"The exception handling changed in the shell compared to 2.2. {noformat} ➜ hbase-upstream git:(branch-2.4) ✗ cat commands.txt scan 'foo' exit ➜ hbase-upstream git:(branch-2.4) ✗ bin/hbase shell -n commands.txt 2022-02-07 16:21:33,654 WARN [main] util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable hbase:001:0> scan 'foo' ROW COLUMN+CELL Took 0.3890 seconds Traceback (most recent call last): RuntimeError (Unknown table foo!) hbase:002:0> exit ➜ hbase-upstream git:(branch-2.4) ✗ echo $? 0 {noformat} The execution continues even after an exception is thrown. In 2.2.7 the execution stops when an exception is thrown and the shell exits with error code. {noformat} ➜ hbase-2.2.7 bin/hbase shell -n commands.txt 2022-02-07 16:33:54,930 WARN [main] util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable ROW COLUMN+CELL Took 0.3082 seconds RuntimeError: Unknown table foo! translate_hbase_exceptions at /Users/petersomogyi/tmp/hbase-2.2.7/lib/ruby/shell/commands.rb:130 command_safe at /Users/petersomogyi/tmp/hbase-2.2.7/lib/ruby/shell/commands.rb:49 interna"
13434739,Log4j2 integration is incorrect in nighly's client integration test,Resolved,Critical,Fixed,On master it still uses log4j2.xml and on branch-2.x we completely misses this part... Let me prepare PRs to fix them.
13433861,TestSnapshotProcedure fails in branch-2,Resolved,Critical,Fixed,"We still use the origin implementation for Admin in branch-2, which is different from the AdminOverAsyncAdmin in master branch. This patch will try to introduce the snapshot procedure to the origin Admin implementation client in branch-2."
13420402,LoadBalancer should not return empty map,Resolved,Critical,Fixed,"After HBASE-26641, these two tests are still flaky, they also fail for me locally sometimes. After digging, I found that, while we see this in the log output after master failover {noformat} Wanted to do round robin assignment but no servers to assign to {noformat} The UTs will fail. Need to dig more."
13431501,Automatically add default security headers to http/rest if SSL enabled,Resolved,Major,Fixed,In the previous ticket https://issues.apache.org/jira/browse/HBASE-23303 we implemented these security headers as optional which had to explicitly enabled in the config. With this change the headers will automatically be added with meaningful default values if SSL is enabled.
13432114,Update ref guide about log4j2 after we changed to use properties file,Resolved,Major,Fixed,"In HBASE-25862 we changed the ref guide to mention log4j2.xml, now it should be log4j2.properties then."
13432108,Update downloads.xml for 2.4.10,Resolved,Major,Fixed,
13429446,Scan#setRowPrefixFilter incorrectly marked as deprecated,Resolved,Major,Fixed,"Issue HBASE-25299 is about the Scan#setRowPrefixFilter having not the expected effects when using also the setStartRow and/or setStopRow. The setRowPrefixFilter is intended to make setting the right startRow and stopRow for prefix scans. So it was always intended of using it *instead* of doing separate setStartRow and/or setStopRow calls. The reason for adding this to the Scan (~ 8 years ago, HBASE-11990 ) was that calculating the correct start and stop row for doing the very efficient prefix scan is very very hard to do right in the generic case. This is still a current usecase and many of my applications rely on this function (I even prefer the HBase Client when connecting to Google BigTable for this method). With issue HBASE-25299 it has now been marked as deprecated. Quote from the changes made in HBASE-25299: {code} @deprecated since 3.0.0. The scan result might be unexpected in some cases. {code} Yes, if you use this very valuable method incorrectly it will yield incorrect results. I do not consider this a valid reason to deprecate it. So I do agree with the confusion of the effects as described in HBASE-25299 which should be fixed with additional documentation. I disagree wi"
13434920,VerifyReplication recompare async,Resolved,Major,Fixed,"VerifyReplication includes an option ""sleepMsBeforeReCompare"". This is useful for helping work around replication lag. However, adding a sleep in a hadoop job can drastically slow that job down if there is anything more than a small number of invalid results. We can mitigate this by doing the recompare in a separate thread. We can limit the thread pool and fallback to doing the recompare in the main thread if the thread pool is full. This way we offload some of the slowness but still retain the same validation guarantees. A configuration can be added to control how many threads per mapper."
13436208,Cannot rebuild a cluster from an existing root directory,Resolved,Major,Duplicate,"When I tested to rebuild an HBase cluster, and the rootdir was configured as a existed directory (the directory was generated by another HBase cluster of the same version), I found the following error message： {code:java} java.net.UnknownHostException: Call to address=worker-1.cluster-xxx:16020 failed on local exception: java.net.UnknownHostException: worker-1.cluster-xxx:16020 could not be resolved at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method) at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62) at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45) at java.lang.reflect.Constructor.newInstance(Constructor.java:423) at org.apache.hadoop.hbase.ipc.IPCUtil.wrapException(IPCUtil.java:234) at org.apache.hadoop.hbase.ipc.AbstractRpcClient.onCallFinished(AbstractRpcClient.java:387) at org.apache.hadoop.hbase.ipc.AbstractRpcClient.access$100(AbstractRpcClient.java:93) at org.apache.hadoop.hbase.ipc.AbstractRpcClient$3.run(AbstractRpcClient.java:424) at org.apache.hadoop.hbase.ipc.AbstractRpcClient$3.run(AbstractRpcClient.java:419) at org.apache.hadoop.hbase.ipc.Call.callC"
13433771,Replace log4j with reload4j for hbase-connector,Resolved,Major,Duplicate,"As a result of the [discussion thread of replacing log4j with reload4j|https://lists.apache.org/thread/kfmjg6zmvdjqcwolj0oh634nzv42y806] and HBASE-26691, we have replaced log4j with reload4j in branch-2. Where hbase-connector as a part of the community, this JIRA propose to align with the active hbase release and replace log4j with reload4j before the next release of hbase-connector"
13432520,Report client backoff time for server overloaded in ConnectionMetrics,Resolved,Major,Fixed,"Servers can throw CallQueueTooBigException and CallDroppedException when overloaded. As of HBASE-26807, these can have a configurable extra backoff to allow the server to recover. Depending on the server side queue implementation, different callers may be more or less impacted by server load. It is very useful to measure in the client how much time is spent backing off so we can see which clients are most affected by server overload."
13420209,The implementation of TestMergesSplitsAddToTracker is problematic,Resolved,Major,Fixed,"As it will clear the trackedFiles map in TestStoreFileTracker for every test but we will also store the files for system tables, so it will cause NPE. Not sure why on master the it will not fail but on branch-2 at least testSplitLoadsFromTracker will fail..."
13421550,ModifyTableDescriptorProcedure shoud load TableDescriptor while executing,Resolved,Major,Fixed,"Found this problem when implementing HBASE-26587. We should not pass the old table descriptor when constructing the procedure, as we may have some other MTPs before us so when executing, the table descriptor may have already been changed."
13422843,Should modify filesCompacting under storeWriteLock,Resolved,Major,Fixed,The stacktrace {noformat} java.lang.IllegalArgumentException at org.apache.hbase.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:131) at org.apache.hadoop.hbase.regionserver.compactions.SortedCompactionPolicy.getCurrentEligibleFiles(SortedCompactionPolicy.java:173) at org.apache.hadoop.hbase.regionserver.compactions.SortedCompactionPolicy.preSelectCompactionForCoprocessor(SortedCompactionPolicy.java:44) at org.apache.hadoop.hbase.regionserver.DefaultStoreEngine$DefaultCompactionContext.preSelect(DefaultStoreEngine.java:130) at org.apache.hadoop.hbase.regionserver.HStore.requestCompaction(HStore.java:1438) at org.apache.hadoop.hbase.regionserver.HStore.requestCompaction(HStore.java:1419) at org.apache.hadoop.hbase.regionserver.HRegion.compact(HRegion.java:2238) at org.apache.hadoop.hbase.coprocessor.example.TestWriteHeavyIncrementObserver.test(TestWriteHeavyIncrementObserver.java:70) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) at java.lang.reflect.Method.invoke(Met
13422915,Data race on Compactor.writer,Resolved,Major,Fixed,"In Compactor.getCompactionTargets, we use synchronized on the writer instance but it does not help resolve the data race problem, because in other places we do not use synchronized... And since it is not a big deal to the upper layer an old snapshot, we could just make the writer instance volatile and use it directly in the method, just make sure we always use the same instance in the method, i.e, assign it to a local var first."
13423765,Modify FSTableDescriptors to not rely on renaming when writing TableDescriptor,Resolved,Major,Fixed,
13424729,Reduce number of renames during bulkload,Resolved,Major,Fixed,Make sure we only do a single rename operation during bulkload when StoreEngine does not require the the use of tmp directories.
13433676,Set SFT config when creating TableDescriptor in TestCloneSnapshotProcedure,Resolved,Major,Fixed,See posts in HBASE-26836.
13435327,Backport HBASE-25368 to branch-2,Resolved,Major,Fixed,"HBASE-26640 introduced two extra paths under master:store table: "".initializing"" and "".initialized"", in order to control when such store has been completed started for SFT. Problem is that TestHFileProcedurePrettyPrinter uses RegionInfo.isEncodedRegionName to determine if a given child path in the table dir is a valid region dir. Current implementation for RegionInfo.isEncodedRegionName considers "".initializing"" and "".initialized"" as valid region encoded names, thus the test ends up picking one of the flag dirs to list hfiles that should had been modified when validating the test outcome. Further improvements have been made to RegionInfo.isEncodedRegionName in HBASE-25368 to proper validate region names, but those weren't backported to branch-2."
13430796,[hbase-thirdparty] Introduce a hbase-unsafe module in hbase-thirdparty to remove the direct references of Unsafe in our main code base,Resolved,Major,Fixed,"For java 9+, sun.misc.Unsafe is in the module jdk.unsupported. When compiling with java 11 --release 8, these symbols will not be exported and lead to compile errors. There is a jdk issue https://bugs.openjdk.java.net/browse/JDK-8214165 But seems the jdk team does not want to fix it. So if we want to move up to java 11 but still keep the java 8 compatibility, a possible choice is to remove the direct reference of sun.misc.Unsafe so at compile time there will be no problem, and at runtime we export the jdk.unsupported so there will be no problem too. For more details, please see the discussion of this thread on the dev mailing list. https://lists.apache.org/thread/w5lrxkhswlonj09xf9hcwgvck3nsjdfx"
13420330,Increase the timeout for TestStochasticLoadBalancerRegionReplicaLargeCluster,Resolved,Major,Fixed,"TestStochasticLoadBalancerRegionReplicaLargeCluster is on the flaky list for branch-2, it fails 50%+. Looking at the output, sometimes it can not finish all the calculation in time, so let's see if increasing the timeout can help here."
13434715,Introduce read/write request size metrics,Open,Major,,"Calculating the read and write size(unit is bytes) in the region, and aggregated in table and regionserver levels."
13433866,"When encounters EOF exception, replication log will not be dequeued",Open,Major,,"We met this problem on our production clusters, and in the pre-commit tests, it also occured. We can see this test logs, {code:java} 2022-03-14T15:31:16,225 INFO [Time-limited test] wal.AbstractFSWAL(840): Rolled WAL /home/jenkins/jenkins-home/workspace/Base-PreCommit-GitHub-PR_PR-4219/yetus-jdk8-hadoop3-check/src/hbase-server/target/test-data/b3808e70-5b17-10bb-3bd3-fdd825fd8fab/WALs/testSizeOfLogQueue/testSizeOfLogQueue.1647271876165 with entries=1, filesize=210 B; new WAL /home/jenkins/jenkins-home/workspace/Base-PreCommit-GitHub-PR_PR-4219/yetus-jdk8-hadoop3-check/src/hbase-server/target/test-data/b3808e70-5b17-10bb-3bd3-fdd825fd8fab/WALs/testSizeOfLogQueue/testSizeOfLogQueue.1647271876191 2022-03-14T15:31:16,225 DEBUG [Time-limited test] wal.AbstractFSWAL(927): Create new AsyncFSWAL writer with pipeline: [DatanodeInfoWithStorage[127.0.0.1:34961,DS-77496ab4-d8f2-4bee-af67-6f1c3e08de20,DISK], DatanodeInfoWithStorage[127.0.0.1:38455,DS-50a46a7f-6202-4177-a91f-7da535dbf07f,DISK], DatanodeInfoWithStorage[127.0.0.1:40111,DS-d41b66a9-f9d5-4a57-9969-ac93cae6c9ac,DISK]] 2022-03-14T15:31:16,338 WARN [Close-WAL-Writer-0] asyncfs.FanOutOneBlockAsyncDFSOutputHelper(593): complete file /hom"
13431289,HFileBlock.verifyOnDiskSizeMatchesHeader throw IOException: Passed in onDiskSizeWithHeader= A != B,Open,Major,,"When I scan a region, HBase throw IOException: Passed in onDiskSizeWithHeader= A != B The HFile mentioned Error message can be access normally. it recover by command – move region. I guess that onDiskSizeWithHeader of HFileBlock has been changed. And RS get the correct BlockHeader Info after region reopened."
13422616,HBASE-26664 hbase-connector upgrades extra-enforcer-rules to 1.5.1,Resolved,Major,Fixed,"hbase-connector fails when building with -Prelease after maven-enforcer-plugin upgraded to 3.0.0 from 3.0.0-M3 in HBASE-26534. We upgraded maven-enforcer-plugin from 3.0.0-M3 to 3.0.0, but then we hit the problem of `extra-enforcer-rules` has different as mentioned in https://github.com/mojohaus/extra-enforcer-rules/issues/131#issuecomment-890329715 {code} $ mvn clean install -Prelease [ERROR] Failed to execute goal org.apache.maven.plugins:maven-enforcer-plugin:3.0.0:enforce (enforce-maven-version) on project hbase-connectors: Unable to parse configuration of mojo org.apache.maven.plugins:maven-enforcer-plugin:3.0.0:enforce for parameter enforceBytecodeVersion: Cannot create instance of class org.apache.maven.plugins.enforcer.EnforceBytecodeVersion: org/apache/maven/shared/dependency/tree/DependencyTreeBuilderException: org.apache.maven.shared.dependency.tree.DependencyTreeBuilderException -> [Help 1] {code} https://github.com/mojohaus/extra-enforcer-rules/commit/d380fe56a7317a237bbce5b94fbab7f4581d3d1b"
13428237,"hbase master crash after running couple of days with error STUCK Region-In-Transition rit=FAILED_OPEN, location=null, table=hbase:meta, region=xxxxxxxxxx",Open,Major,,"hbase master not responding after running couple of days and region server keep restarting. we are seeing bellow warning in master and region server WARN [ProcExecTimeout] assignment.AssignmentManager: STUCK Region-In-Transition rit=FAILED_OPEN, location=null, table=hbase:meta, region=xxxxxxxxxxxxx [master/xxxx-infra-xxxxx-hbase-master-0:16000.Chore.3] master.HMaster: Not running balancer because processing dead regionserver(s): 2022-02-07 19:54:11,512 INFO [ReadOnlyZKClient-xxxxxx-zookeeper:2181@0x2fcc92d9] zookeeper.ZooKeeper: Initiating client connection, connectString=xxxx-zookeeper:2181 sessionTimeout=90000 watcher=org.apache.hadoop.hbase.zookeeper.ReadOnlyZKClient$$Lambda$158/0x000000010057b440@48d2e00b WARN [ProcExecTimeout] assignment.AssignmentManager: STUCK Region-In-Transition rit=FAILED_OPEN, location=null, table=hbase:meta, region=1588230740 2022-02-07 19:54:15,643 INFO [hconnection-0x31420403-shared-pool7-t9731] client.RpcRetryingCallerImpl: org.apache.hadoop.hbase.regionserver.HRegionServer.getRegion(HRegionServer.java:3223) at org.apache.hadoop.hbase.regionserver.RSRpcServices.getRegion(RSRpcServices.java:1414) at org.apache.hadoop.hbase.regionserver.RSRpcServices.n"
13434599,Rowkey pushdown does not work with complex conditions,Resolved,Major,Fixed,"When using pushdown column filter feature of hbase-spark-connector, issuing complex query containing rowkey conditions does not get expected rowkey pushdown. {code:java} { ""table"":{""namespace"":""default"", ""name"":""t1""}, ""rowkey"":""key"", ""columns"":{ ""KEY_FIELD"":{""cf"":""rowkey"", ""col"":""key"", ""type"":""string""}, ""A_FIELD"":{""cf"":""c"", ""col"":""a"", ""type"":""string""}, ""B_FIELD"":{""cf"":""c"", ""col"":""b"", ""type"":""string""} } } {code} For example, given the catalog, a query `spark.sql(""SELECT * FROM table WHERE KEY_FIELD >= 'get1' AND KEY_FIELD <= 'get3' AND A_FIELD IS NOT NULL"")` gets incomplete rowkey pushdown (ScanRange:(upperBound:get3,isUpperBoundEqualTo:true,lowerBound:,isLowerBoundEqualTo:true)). If a query is `spark.sql(""SELECT * FROM table WHERE KEY_FIELD >= 'get1' AND KEY_FIELD <= 'get3'"")`, we get normal rowkey pushdown (ScanRange:(upperBound:get3,isUpperBoundEqualTo:true,lowerBound:,isLowerBoundEqualTo:true)). I found that ScanRange#getOverlapScanRange and ScanRange#mergeIntersect return incorrect results if the range from the arguments is wider than the instance (or scanRange.getOverlapScanRange(scanRange) where scanRange1⊂scanRange2). Depending on the order of the Filters that the Spark opti"
13435958,Make the WAL interface async so sync replication can be built up on the WAL interface,Resolved,Major,Won't Fix,Instead of hacking into the WAL implementation. This could make the implementation more general if later we want to change the WAL implementation.
13431748,HBase 1.x clients will choke on rep_barrier rows when scanning hbase 2.x meta,Resolved,Major,Fixed,"In hbase 2.x, support for serial replication included adding a new CF to meta called rep_barrier. When regions are split or merged, these rep_barrier rows will not be cleaned up. Instead there's a ReplicationBarrierCleaner chore which runs every 12 hours. HBase 2.x clients will ignore these rep_barrier rows, per the [addFamily call in locateRegionInMeta|[https://github.com/apache/hbase/blob/branch-2/hbase-client/src/main/java/org/apache/hadoop/hbase/client/ConnectionImplementation.java#L929].] Encountering these orphan rep_barrier rows causes the hbase 1.x client to fail when it [tries to extract the region location from the meta row|[https://github.com/apache/hbase/blob/branch-1/hbase-client/src/main/java/org/apache/hadoop/hbase/client/ConnectionManager.java#L1340-L1344].] This is a non-recoverable exception, so retries will fail and it will eventually bubble up. The immediate fix when encountering this is to run {{{}hbck2 fixMeta{}}}, but we should fix the hbase 1.x client to similarly filter on the CATALOG_FAMILY to avoid these issues altogether."
13432699,Remove javax.ws.rs-api dependency,Reopened,Major,,"I see that we still have {{javax.ws.rs-api}} as a dependency in our hbase-http pom. If, for example, the {{ClientBuilder}} from this jar is used, it'll instantiate whatever non-shaded jersey client is on the class path."
13434735,RSRpcServices.scan should deep clone cells when RpcCallContext is null,Resolved,Major,Fixed,"When inspect HBASE-26812, I find that if {{RpcCallContext}} is null, {{RSRpcServices.scan}} does not set {{ServerCall.rpcCallback}} and directly closes {{RegionScannerImpl}}, but it does not deep clone the result cells , so these cells may be returned to the {{ByteBuffAllocator}} and may be overwritten before the caller reads them, similar as HBASE-26036, and at the same time, if {{RpcCallContext}} is null, when {{RSRpcServices.scan}} return partial results, it does not invoke {{RegionScannerImpl.shipped}} to release the used resources such as {{HFileScanner}}, pooled {{ByteBuffer}} etc. No matter {{ShortCircuitingClusterConnection}} should be removed or not, I think this {{RSRpcServices.scan}} problem should fix for future maintainability."
13432700,"Default StoreHotnessProtector to off, with logs to guide when to turn it on",Resolved,Major,Fixed,"As discussed in HBASE-26522 and somewhat in HBASE-26575, StoreHotnessProtector is too conservative. One can easily trigger RegionTooBusyException on an otherwise idle regionserver with relatively small amount of traffic. The idea behind this protection is good, but it needs to take into account current load in order to warrant being enabled by default. Until it's improved as such, we should change it to default off. One thing we can do to help drive usage would be to add warning logs when it would have triggered. Operators who are diagnosing performance issues will naturally look at the logs and see indication of a potential tool for mitigation. cc [~andrew.purtell@gmail.com]"
13434645,Shutdown WAL may abort region server,Resolved,Major,Fixed,"https://nightlies.apache.org/hbase/HBase-Flaky-Tests/master/3140/hbase-server/target/surefire-reports/org.apache.hadoop.hbase.replication.TestSyncReplicationActive-output.txt TestSyncReplicationAcive is flaky because of we may abort the region server when shutting down WAL. {noformat} 2022-03-18T04:50:37,205 WARN [RpcServer.default.FPBQ.Fifo.handler=2,queue=0,port=36877] master.MasterRpcServices(682): jenkins-hbase13.apache.org,33377,1647579008859 reported a fatal error: ***** ABORTING region server jenkins-hbase13.apache.org,33377,1647579008859: Log rolling failed ***** Cause: java.util.concurrent.RejectedExecutionException: Task org.apache.hadoop.hbase.regionserver.wal.AbstractFSWAL$$Lambda$681/1458648270@37209753 rejected from java.util.concurrent.ThreadPoolExecutor@69662eb7[Shutting down, pool size = 1, active threads = 1, queued tasks = 0, completed tasks = 0] at java.util.concurrent.ThreadPoolExecutor$AbortPolicy.rejectedExecution(ThreadPoolExecutor.java:2063) at java.util.concurrent.ThreadPoolExecutor.reject(ThreadPoolExecutor.java:830) at java.util.concurrent.ThreadPoolExecutor.execute(ThreadPoolExecutor.java:1379) at java.util.concurrent.Executors$DelegatedExecutorService."
