Issue id,Summary,Status,Priority,Resolution,Description
1610561,"Release Notes: Dead Link to ""Thunderbird 60.3 release notes""",RESOLVED,P5,FIXED,"Link behind text ""Thunderbird 60.3 release notes"" leads to Error Message ""[There’s nothing here!](https://www.thunderbird.net/en-US/thunderbird/60.3/releasenotes/)"""
1611120,Keeps Pausing during normal use.,RESOLVED,--,DUPLICATE,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1 Steps to reproduce: Only Two websites, this one and https://www.lse.co.uk/members/watchlists/ Just about each and every action, like resize the window and inch, search some criteria, write inside text box like this one I'm writing now, go to the file menu, switch windows fromone seamonkeyt browser to another, type a new sentence, almost all of these and everytime something is done, there is a delay of 2 to 3 seconds whilst Seamonkley thinks about something, and gives me the rotating rainbow pie chart cursor. Actual results: This is making this new seamonkey unusable. Is it checking the internet every 10 seconds ? The attached movie shows, how the program keeps halting, however screen shoton the mac doesn't record the rainbow cursor for some reason. but you can clearly see when it pauses. Expected results: I have uploaded a screen shot movie here, link lasts 5 days or so. https://we.tl/t-iBxAge67jp We want to see normal fluid brousing and using without having to wait any time at all for anything. So i'd thought i would type away at some of this to show you "
1611604,Sending digital signed E-Mail does not work in Version 2.53.1 Beta 1,RESOLVED,--,WORKSFORME,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1 Steps to reproduce: I did use my existing profile from the latest stable Seamonkey version for the Version 2.53.1 Beta 1 I tried to send a mail (my standard setting is to ad a digital signature). After it did not work I checked, if my certificate is found bei Seamonkey and still valid (see Attachment). I still can send e-Mails without signing them. Actual results: My German Version said (translated by Google Translate): ""Sending the message failed. You indicated that this message should be digitally signed, but the application could not find the signature certificate that you specified in your Mail / News account settings, or the certificate has expired."" Expected results: The e-Mail should have been sent."
1611681,Poorly rendered website,RESOLVED,--,WORKSFORME,"User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1 Steps to reproduce: Went to a website I go to several times per day via my Seamonkey bookmarks. Actual results: Got to the page fine, as usual. Most of the page is readable just fine, and I get the information I want/need, but there are good chunks of the page that just aren't correct and look like it isn't working correctly at all. Expected results: Just a clean, uncluttered page."
1611683,"Element.scrollIntoView does not follow spec handling ""null"", ""{}"" input arguments",RESOLVED,P3,FIXED,"+++ This bug was initially created as a clone of Bug #1389274 +++ User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36 Steps to reproduce: See spec test result here: http://wpt.fyi/cssom-view/scrollIntoView-empty-args.html Actual results: The scroll goes to ""nearest"" or ""end"". I am not sure but either way it is incorrect. Expected results: In particular the tests fail when input is either ""null"" or {}. In this case according to the spec [1] the method should use default values in ScrollIntoViewOptions which is ""center"". dictionary ScrollIntoViewOptions : ScrollOptions { ScrollLogicalPosition block = ""center""; ScrollLogicalPosition inline = ""center""; }; [1] https://drafts.csswg.org/cssom-view/#dictdef-scrollintoviewoptions"
1612386,Don't always update lastRelatedTab information when browser.tabs.insertAllTabsAfterCurrent is true,ASSIGNED,--,,Bug 1353428 add a pref for opening all new tabs after the current tab. lastRelatedTab information should not be updated when the current tab is not related.
1612725,download manager backend not initilaized if SeaMonkey is not started as normal browser (non private navigator) first,RESOLVED,--,FIXED,The sessionstore-windows-restored notification is not send if you start SeaMonkey with the private flag or with another component like mail/news. This means that the code in this._onBrowserStartup(subject) in nsSuiteGlue.js is not run initially. This wasn't much of a problem previously but now the jsdownloads backend is initialised here among other things. Currently this results in the download names not shown if you open it. Also the progress dialog is not shown. The taskbar is also not intialised. Workaround: As soon as you open a normal browser window the notification is send and the init code executed. Not sure what the best solution is. Firefox sends the notification if only a private window is opened but our seession store is more or less different and outdated. Send it with a null window like in Fx also results in the notfication not shown (see Bug 573384) and if we have only a address book or mailnews window the startup code will like fail to show a notification too. So probably best do move some components out of _onBrowserStartup and into a delayed startup like in Firefox after final-ui-startup is received. I am not sure if we can fix it for 2.53.1 but if not the workarou
1612728,Disable startup cache in SeaMonkey 2.53 and 2.57 build config.,RESOLVED,--,FIXED,The startup cache causes problems with enabling and disabling extensions and themes in 2.53.1 and up. Initial findings suggest that any performance gain here is neglectable so it should be disabled by default. This can be done by providing --disable-startupcache as an option in the mozconfig file but we probably want it by default so that distributions don't need to do it too. See: Bug 1444957 Bug 1484393 http://forums.mozillazine.org/viewtopic.php?f=6&t=3058711&p=14856248#p14856248
1613033,"""New bookmark folder"" dialog crippled, input fields missing",RESOLVED,--,DUPLICATE,"Steps how to reproduce with installation of unofficial (by wg9s) De SeaMonkey 2.53.2 beta 1 pre Mozilla/5.0 (NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 Build 20200131130001 (Default Classic Theme, newly created User Profile) on German WIN7 64bit: 1) Launch Browser 2) Open Bookmarks Panel in Sidebar 3) on a bookmark entry: ˋRightclick → New Folderˊ » Expected: Dialog opens with input fields for folder name and comment Actual: Input fields are missing 😥 **Additional Information** **a1)** Already reproducible with unzipped installer of unofficial (by wg9s) De SeaMonkey 2.53.2 beta 1 pre Mozilla/5.0 (NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 Build 20200131130001 (Default Classic Theme, newly created User Profile) on German WIN7 64bit **a2)** Was still ok with unzipped unofficial (by wg9s) De SeaMonkey 2.53.1 (NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 Build 20191229130005 (Default Classic Theme) on German WIN7 64bit **a)** Appeared with 2.53.2? **b)** Also affected: ˋbookmarks → edit bookmarksˊ"
1614157,Fix styling for prefwindows and dialog headers,RESOLVED,--,FIXED,The following bugs fixed most of the issues: * Bug 1427864 - SM: Restore the dialogheader binding and its styling after the removal in bug 1419600 * Bug 1424602 - SM: Restore the Preferences bindings/styles after their removal in bug 1379338 but: * setting the font to message-box was missed for prefwindows * dialog heading css was not copied into the linux version of communicator.css
1614166,Fix colorpickers and filefields in preferences,RESOLVED,--,FIXED,At the moment colorpickers show only a thin strip of colour on the buttons and filefield content boxes grow outside of their surrounding filefield.
1614195,Fix applicationManager in helper applications pref pane,RESOLVED,--,FIXED,"At the moment, when you have multiple applications configured for an application type, the application manager/details menu option just produces a dialog with an empty list."
1614221,Cutting and Pasting folders within the bookmark manager causes the cut folder to disappear instead of being moved,RESOLVED,--,DUPLICATE,CTRL-B Click the bookmarks menu Create a folder TEST1 Create a folder TEST2 Create a new test bookmark in folder TEST2 Create a 2nd test bookmark in folder TEST2 Cut folder TEST2 and try to paste it into TEST1. Folder TEST2 disappears. NOTE: dragging and dropping folders works as expected only cutting and pasting folders appears to not function correctly.
1615796,Fix MsgComposeCommands.js after Bug 1414022,RESOLVED,--,FIXED,The patch in Bug 1414022 had a typo in it causing save to draft on closing a compose window to fail.
1615911,"Port Bug 645428 ""sessionstore-windows-restored"" is not sent for empty sessions to SeaMonkey",RESOLVED,--,FIXED,Summary says it all.
1616151,Port |Bug 670033 - Persist deferred session across a browser restart| and |Bug 1001167 - Don't let invalid sessionstore.js files break sessionstore| to SeaMonkey,RESOLVED,--,FIXED,Port the following to SeaMonkey: * Bug 670033 - Persist deferred session across a browser restart * Bug 1001167 - Don't let invalid sessionstore.js files break sessionstore
1616551,Severe memory usage,RESOLVED,--,WORKSFORME,"User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1 Steps to reproduce: Just had to browse the internet, on any given day, any given time. I could have only one site open, or 4 tabs or more and it could end up all the same - getting so slow and waiting for clicks on links to happen or pages to scroll, etc. Actual results: It seems eventually Seamonkey starts to eat RAM. I'm not sure when or how, as it seems to happen randomly and no specific websites. One minute things are going just fine, the next thing I know I'm waiting for the cursor to change when hovering on a link or waiting for the page to scroll, etc. The delays in things to happen usually are a couple seconds but no more than three seconds so far, but the delay in *every* thing I want to do, not just surfing, but doing anything on my computer, has that short delay anytime I want to do anything. When I open ksysguard to see what might be the problem app, it's Seamonkey using 2+ GB of RAM (of my 12GB). If I close Seamonkey and open/use Firefox (for instance) and go to the same sites I was just on, with the same number of tabs of the same sites, nothing is going w"
1617376,Canceling/closing bookmark properties dialog undoes previous editing in SeaMonkey,RESOLVED,--,FIXED,"The 2.53 patch in Bug 1378089 omitted ports for the following bugs: Port Bug 1391393 ""Canceling Properties of bookmark dialog makes undoing previous editing"" to SeaMonkey. Port Bug 1397387 ""No longer able to edit bookmark item after closing New Bookmark or New Bookmark Folder dialog by [x] button"" to SeaMonkey. 2.57 and up have them and are not affected."
1617467,"Particular web page causes ""script not responding"" error",NEW,--,,"Steps how to reproduce with installation of unofficial (by wg9s) De SeaMonkey 2.53.2 beta 1 pre Mozilla/5.0 (NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 Build 20200222130008 (Default Classic Theme, newly created User Profile) on German WIN7 64bit: 1) Launch SM 2) Switch to newly created User Profile ('Extras -> Switch Profile ...') 3) Into URL bar paste https://www.duden.de/rechtschreibung/Recyclinghof --> [Enter] » Expected: Page opens » Actual: Error Message: ""Script Busy, does not respond"", and significant CPU load. 😥 **Additional Info** a) Not a new problem, already reproducible with 2.49.4 b) Same Problem with SM 2.49.1 on WIN10"
1618806,Can't check out SeaMonkey 2.53.1 source,RESOLVED,--,FIXED,"According to the README at <https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/README.txt> linked to from the SeaMonkey 2.53.1 release page at <https://www.seamonkey-project.org/releases/2.53.1>, the instructions for pulling the code from the source repository begin as follows: hg clone -r SeaMonkey_2_53_1_RELEASE https://hg.mozilla.org/releases/comm-esr56 This is a non-starter, because no such repository exists: $ hg clone -r SeaMonkey_2_53_1_RELEASE https://hg.mozilla.org/releases/comm-esr56 abort: HTTP Error 404: Not Found I poked around <https://hg.mozilla.org/releases/> but didn't see any *-esr56 repositories, nor do I see a SeaMonkey_2_53_1_RELEASE tag in any of the other repositories. It would be great if this issue could be rectified as it's preventing us at openSUSE from efficiently packaging the new release."
1618852,SeaMonkey 2.53.1 source release tarball is huge because it includes a Git repository,RESOLVED,--,FIXED,"The source release tarball for SeaMonkey 2.53.1 at <https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/source/seamonkey-2.53.1.source.tar.xz> includes a full Git repository in the directory seamonkey-2.53.1/.git, and as a result the size of the tarball is more than three times bigger than the source release tarball for 2.49.5 (755 MB vs. 232 MB). I am assuming that this is an error in the packaging."
1619019,Apple mail archives have disappeared today. (re: mac.com),RESOLVED,--,WORKSFORME,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:60.0) Gecko/20100101 SeaMonkey/2.53.1 Lightning/5.8.1 Steps to reproduce: I noticed that my apple mail archives no longer show up in Seamonkey as of this PM. There were there this morning. Actual results: I went to archive an email to a folder in Seamonkey and all my archived folders were gone. Gone on my and my wife's email set ups in Seamonkey. I did a restore of my Seamonkey profile via Time Machine. After restore, I could see the archives for a few seconds then they disappeared from Seamonkey again. I then installed the new Seamonkey release out today, and it did not fix the problem. I tried a Time Machine restore a second time, with the new version of Seamonkey and the same thing happened... a momentary view of the archives and they gone. I then jumped on here and opened this ticket. Expected results: I should have been able to see the archives and been able to move emails into those archives (folders)."
1619115,MAC Download link for 2.53.1 update is incorrect,RESOLVED,--,FIXED,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15 Steps to reproduce: 1)Launch SeaMonkey 2)Click on the Download link Actual results: Link gone to is https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/mac/en-US/SeaMonkey%202.53.1.dmg results in 404 Not Found File not found. Note: if you are looking for a directory, make sure to include a trailing ""/"" at the end of your URL. Expected results: link generated should have been https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/mac/en-US/seamonkey-2.53.1.en-US.mac.dmg"
1619123,Some youtube features broken in SeaMonkey because of Custom Elements and bad browser sniffing,NEW,--,,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Steps to reproduce: I want to access directly to the videos of a youtube channel from my favorites, ex: https://www.youtube.com/user/gattobus/videos https://www.youtube.com/channel/UC-RA5B ... 1hA/videos https://www.youtube.com/user/TheDotBlog/videos Actual results: youtube script does not respond and slow down seamonkey Expected results: url load normally, without issue."
1619142,Virustotal.com script doesn't respond,RESOLVED,--,DUPLICATE,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Steps to reproduce: Go to virustotal .com Actual results: Script doesn't respond, make seamonkey hang a bit Problem with this script: {""url"":""https://www.virustotal.com/gui/bower_components/webcomponentsjs/webcomponents-hi.js""} Expected results: load page normally"
1619149,Missing sort arrows in column headers of the SeaMonkey Modern theme,RESOLVED,--,FIXED,"User Agent: Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Steps to reproduce: 1. In my decade old, updated 64-bit W7 HPE SP1 and Linux (Debian Jessie v8) PCs, opened up my upgraded SeaMonkeys (official seamonkey-2.53.1.en-US.win64.installer.exe and seamonkey-2.53.1.en-US.linux-x86_64.tar.bz2). 2. Opened up Library, Mail and Newsgroups, Addresbooks, etc. that let you sort their columns. 3. Click on a column to sort. Other users see this too in my news.mozilla.org's mozilla.support.seamonkey ""Did SM v2.53.1 remove its column sort arrows?"" newsgroup thread. Actual results: Missing arrows shown even though correctly sorted. Expected results: 2.49.5 and earlier versions used to show the arrows when clicking on columns."
1619158,Removal of Most Visited site deletes password data for the site.,RESOLVED,--,WONTFIX,User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1 Steps to reproduce: If I select a Most Visited site and click on Forget About this Site the password information is deleted from Password Manager. Expected results: In Seamonkey 2.49.5 this action would only remove the entry from the Most Visited list.
1619243,Source code checkout README should be served as text/plain,RESOLVED,--,FIXED,"The various SeaMonkey release pages (e.g., <https://www.seamonkey-project.org/releases/2.53.1>) link to a README.txt (e.g., <https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/README.txt>) with instructions on how to fetch the source code. This README.txt is always served with the MIME type binary/octet-stream -- see below for sample output from wget. Serving the file this way means that web browsers (including SeaMonkey itself) generally refuse to display the file, instead forcing the users to download it. This is rather annoying; it would be nice if the file were instead served with the MIME type text/plain. $ wget -S https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/README.txt --2020-03-02 13:16:31-- https://archive.mozilla.org/pub/seamonkey/releases/2.53.1/README.txt Resolving archive.mozilla.org (archive.mozilla.org)... 99.86.243.6, 99.86.243.105, 99.86.243.88, ... Connecting to archive.mozilla.org (archive.mozilla.org)|99.86.243.6|:443... connected. HTTP request sent, awaiting response... HTTP/1.1 200 OK Content-Type: binary/octet-stream Content-Length: 1538 Connection: keep-alive Date: Mon, 02 Mar 2020 12:16:33 GMT Last-Modified: Fri, 28 Feb 2020 00:25:46 GMT "
1619354,Fix popup notification in modern theme,RESOLVED,--,FIXED,"The popup notification / door hanger for logins / passwords in the modern theme has regressed. The dropdown for Never Save has become a separate button, needs some css magic to fix it."
1619776,Elf-hack errors prevent compilation of SeaMonkey 2.53.1,RESOLVED,--,WORKSFORME,"When building SeaMonkey 2.53.1 on openSUSE Tumbleweed, I am getting errors that advise me to use `--disable-elf-hack` and to file a bug: ``` === === If you get failures below, please file a bug describing the error === and your environment (compiler and linker versions), and === provide the pre-elfhacked library as an attachment. === Use --disable-elf-hack until this is fixed. === # Fail if the library doesn't have INIT_ARRAY .dynamic info readelf -d test-array.so | grep '(INIT_ARRAY)' 0x0000000000000019 (INIT_ARRAY) 0x9df0 /home/abuild/rpmbuild/BUILD/seamonkey/obj-x86_64-pc-linux-gnu/build/unix/elfhack/elfhack -b -f test-array.so test-array.so: Reduced by 16184 bytes # Fail if the backup file doesn't exist [ -f 'test-array.so.bak' ] # Fail if the new library doesn't contain less relocations [ $(objdump -R test-array.so.bak | wc -l) -gt $(objdump -R test-array.so | wc -l) ] === === If you get failures below, please file a bug describing the error === and your environment (compiler and linker versions), and === provide the pre-elfhacked library as an attachment. === Use --disable-elf-hack until this is fixed. === # Fail if the library doesn't have INIT .dynamic info readelf -d test-"
1620759,Missing sort direction arrows in v. 2.53.1,RESOLVED,--,DUPLICATE,"User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0 Steps to reproduce: I apply the SeaMonkey Modern theme. and open any dialog with a list like for example Library (Bookmarks/History ), Mail & Newsgroup, Address Book, Select Adresses. Actual results: There is no longer arrows in the list headers to indicate the sorting direction. Expected results: There should be an arrow to indicate which column there is sorted by and in which direction."
1620881,Mail folder listing is empty/invisible upon upgrade to 2.53.1,RESOLVED,--,INVALID,"User Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.136 Safari/537.36 Steps to reproduce: SeaMonkey was upgraded via Fedora (31) package, upon launching for the first time, the pane on the left side that normally lists the accounts, is empty/invisible. Attached is a screenshot. Actual results: Pane displayed nothing. Expected results: Pane should have displayed all accounts."
1620962,Fix suite installer and build config for latest comm-central changes.,RESOLVED,--,FIXED,"SeaMonkey comm-central builds are currently broken beause of various bugs: - Bug 1608610 Integrate Calendar into Thunderbird (actual integration step, non-meta) - Bug 1562313 convert thunderbird javascript components over to use static registration (like bug 1524688) - Bug 1611386 Unship support for system Sqlite - Bug 1615401 Content process of 32bit firefox.exe crashes on 32bit OS if Windows compatibility mode is set to Win7"
1620965,static analysis error in SeaMonkey profile migrator.,RESOLVED,--,FIXED,"See Bug 1487082 ""fix a couple of double-mRefCnt declaration errors"" Same error in suite/components/migration/src/nsThunderbirdProfileMigrator.h"
1621041,Date/time format in SeaMonkey 2.53.1 does not follow the OS's locale setting,RESOLVED,--,WORKSFORME,"User Agent: Mozilla/5.0 (Windows NT 6.1; WOW64; rv:60.0) Gecko/20100101 Firefox/60.0 Steps to reproduce: Open any list with a Date column - for example Mesenger, History/Bookmarks Actual results: The date and time is shown in US-format not in the format of Windows Locale setting(in this case Danish dd-mm-YYYY 24hours). Expected results: The date and time should be shown according to OS Locale as in previous SeaMonkey versions"
1621445,Browser history not cleared during SeaMonkey shutdown,RESOLVED,P1,FIXED,"User Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.0) Gecko/20100101 Firefox/60.0 SeaMonkey/2.53.1 Lightning/5.8.1 Steps to reproduce: In SeaMonkey latest version 2.53.1, I create 5 profiles and in each profile my main setting is to set: ""Always ckear private date when I close Seamonkey"" with more option that it will erase all of 9 checked items (from ""Browsing History"", to ""Authenticated Session"", see menu Preferences>Privacy & Security>Private Data). I browse some sites, say using profile1, and when I close it, a form called ""Clear Private Data"" is displayed that warn me before everything deleted; and I hit 'Clear Private Data Now' button. Then I open a browser again with the same profile (profile1). A bug is, all of the link since last used, are still remembered. This issue not happened in SeaMonkey version 2.49.5, but now happened in latest version. Wanted to let you know that I also found this issue for all version (from version 38 to now on) of firefox browser, that why I no longer interested with firefox and I don't want this issue happen to seamonkey. PS: I'm is a thunderbird and seamonkey lover and currently always make a donation. But now thunderbird stop all don"
1622196,Pasting formatted table cells (e.g. from LibreOffice Calc) reformats whole email-text,UNCONFIRMED,--,,User Agent: Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0 SeaMonkey/2.49.5 Steps to reproduce: Copy some cells from LibreOffice Calc and paste into Email body. Actual results: The whole email text gets reformatted to different text size. Expected results: Pasting should not interfere with rest of email text.
