Issue id,Summary,Status,Priority,Resolution,Description
13522896,Assign name to _LEGACY_ERROR_TEMP_0035,In Progress,Major,,
13522900,Assign name to _LEGACY_ERROR_TEMP_2256,Open,Major,,
13524401,Dateset operations should not resolve the analyzed logical plan again,Resolved,Major,Fixed,"For the following query {code:java} sql( """""" |CREATE TABLE app_open ( | uid STRING, | st TIMESTAMP, | ds INT |) USING parquet PARTITIONED BY (ds); |"""""".stripMargin) sql( """""" |create or replace temporary view group_by_error as WITH new_app_open AS ( | SELECT | ao.* | FROM | app_open ao |) |SELECT | uid, | 20230208 AS ds | FROM | new_app_open | GROUP BY | 1, | 2 |"""""".stripMargin) sql( """""" |select | `uid` |from | group_by_error |"""""".stripMargin).show(){code} Spark will throw the following error {code:java} [GROUP_BY_POS_OUT_OF_RANGE] GROUP BY position 20230208 is not in select list (valid range is [1, 2]).; line 9 pos 4 {code} This is because the logical plan is not set as analyzed and it is analyzed again. The analyzer rules about aggregation/sort ordinals are not idempotent."
13524700,Implement First batch of Dataset APIs,Resolved,Major,Done,
13525332,Add new function filter_value,In Progress,Major,,"Doing data validation in Spark can lead to a lot of extra evaluations of expressions. This is because conditionally evaluated expressions aren't candidates for subexpression elimination. For example a simple expression such as {{when(validate(col), col)}} to only keep col if it matches some condition, will lead to col being evaluated twice. And if call itself is made up of a series of expensive expressions itself, like regular expression checks, this can lead to a lot of wasted computation time. The initial attempt to resolve this was https://issues.apache.org/jira/browse/SPARK-35564, adding support for subexpression elimination to conditionally evaluated expressions. However I have not been able to get that merged, so this is an alternative (though I believe that is still useful on top of this). We can add a new higher order function ""filter_value"" that takes the column you want to validate as an argument, and then a function that runs a lambda expression returning a boolean on whether to keep that column or not. It would have the same semantics as the above when expression, except it would guarantee to only evaluate the initial column once. An alternative would be to implement a "
13522878,Assign name to _LEGACY_ERROR_TEMP_2232,Resolved,Major,Fixed,
13523901,Avoid unnecessary parquet footer reads when no filters in vectorized reader,Resolved,Major,Fixed,"Parquet footer is now read twice even if there are no filters requiring pushdown in vectorized parquet reader. When the NameNode is under high pressure, it will cost time to read twice. Actually we can avoid this unnecessary parquet footer reads and use footer metadata in {{{}VectorizedParquetRecordReader{}}}."
13525366,Scala Client: Add 2nd batch of functions,Resolved,Major,Fixed,
13526451,SparkSQLCLIDriver shall only close started hive sessionState,Resolved,Major,Fixed,
13523449,Fix constructor for java.nio.DirectByteBuffer for Java 21+,Resolved,Major,Fixed,"In the latest JDK, the constructor {{DirectByteBuffer(long, int)}} was replaced with {{{}DirectByteBuffer(long, long){}}}. We just want to support both by probing for the legacy one first and falling back to the newer one second. This change is completely transparent for the end-user, and makes sure Spark works transparently on the latest JDK as well."
13524880,Remove hadoop-2 profile from Apache Spark,Resolved,Major,Fixed,SPARK-40651 Drop Hadoop2 binary distribtuion from release process and SPARK-42447 Remove Hadoop 2 GitHub Action job
13522913,Convert `require` in `ComplexTypeMergingExpression.dataTypeCheck` to an error class,Resolved,Major,Fixed,See https://github.com/apache/spark/pull/39851#pullrequestreview-1280621488
13522899,Assign name to _LEGACY_ERROR_TEMP_1175,Resolved,Major,Fixed,
13526312,New physical type Decimal128 for DecimalType,In Progress,Major,,
13522598,Introduce conf spark.sql.parquet.inferTimestampNTZ.enabled for TimestampNTZ inference on Parquet,Resolved,Major,Fixed,"Introduce conf spark.sql.parquet.inferTimestampNTZ.enabled for TimestampNTZ inference on Parquet, instead of using spark.sql.parquet.timestampNTZ.enabled which makes it impossible for TimestampNTZ writing when the flag is disabled."
13522875,Assign name to _LEGACY_ERROR_TEMP_2189,Resolved,Major,Fixed,
13524557,Conv should return an error if the internal conversion overflows,Resolved,Major,Fixed,
13525663,Apache Spark 3.4 release,Resolved,Major,Done,An umbrella for Apache Spark 3.4 release
13524373,Better support for Istio service mesh while running Spark on Kubernetes,Open,Major,,"h3. Support for Strict MTLS In strict MTLS Peer Authentication Istio requires each pod to be associated with a service identity (as this allows listeners to use the correct cert and chain). Without the service identity communication goes through passthrough cluster which is not permitted in strict mode. Community is still investigating communication through IPs with strict MTLS [https://github.com/istio/istio/issues/37431#issuecomment-1412831780]. Today Spark backend creates a service record for driver however executor pods register with driver using their Pod IPs. In this model therefore, TLS handshake would fail between driver and executor and also between executors. As part of this Jira we want to similarly add service records for the executor pods as well. This can be achieved by adding a ExecutorServiceFeatureStep similar to existing DriverServiceFeatureStep h3. Allowing binding to all IPs Before Istio 1.10 the istio-proxy sidecar was forwarding outside traffic to localhost of the pod. Thus if the application container is binding only to Pod IP the traffic would not be forwarded to it. This was addressed in 1.10 [https://istio.io/latest/blog/2021/upcoming-networking-changes]. "
13526008,Support more subexpression elimination cases,In Progress,Major,,"h1. *Design Sketch* h2. How to support more subexpressions elimination cases * Get all common expressions from input expressions of the current physical operator to current CodeGenContext. Recursively visits all subexpressions regardless of whether the current expression is a conditional expression. * For each common expression: ** Add a new boolean variable *subExprInit* to indicate whether it has already been evaluated. ** Add a new code block in CodeGenSupport trait, and reset those *subExprInit* variables to *false* before the physical operators begin to evaluate the input row. ** Add a new wrapper subExpr function for each common subexpression. |private void subExpr_n(${argList}) { if (!subExprInit) { ${eval.code} subExprInit_n = true; subExprIsNull_n = ${eval.isNull}; subExprValue_n = ${eval.value}; } }| * When generating the input expression code, if the input expression is a common expression, the expression code will be replaced with the corresponding subExpr function. When the subExpr function is called for the first time, *subExprInit* will be set to true, and the subsequent function calls will do nothing. h2. Why should we support whole-stage subexpression elimination R"
13525136,Distributed ML <> spark connect,Open,Major,,
13523238,Support row skipping when reading CSV files,In Progress,Major,,"Spark currently can't read CSV files that contain lines with comments or annotations above the header and data. Work-arounds include pre-processing CSVs, or using RDDs and something like {{zipWithIndex}}. But all of these increase friction for less technical users. This issue proposes a {{skipLines}} option for Spark's CSV parser to drop a number of unwanted lines at the top of a CSV file."
13525372,Support of pandas API on Spark for Spark Connect,Resolved,Major,Fixed,We should enable `pandas API on Spark` on Spark Connect.
13526225,Improve output of Column.explain,In Progress,Major,,We currently display the structure of the proto in both the regular and extended version of explain. We should display a more compact sql-a-like string for the regular version.
13522880,Assign name to _LEGACY_ERROR_TEMP_1204,Resolved,Major,Fixed,
13526472,Support `isocalendar`,Resolved,Major,Fixed,We should support `isocalendar` to match pandas behavior (https://pandas.pydata.org/pandas-docs/dev/reference/api/pandas.Series.dt.isocalendar.html)
13525079,spark.kubernetes.file.upload.path not deleting files under HDFS after job completes,In Progress,Major,,"In cluster mode after uploading files to HDFS location using spark.kubernetes.file.upload.path property files are not getting cleared . File is successfully uploaded to hdfs location in this format spark-upload-[randomUUID] using {{KubernetesUtils}} is requested to uploadFileUri . [https://github.com/apache/spark/blob/76a134ade60a9f354aca01eaca0b2e2477c6bd43/resource-managers/kubernetes/core/src/main/scala/org/apache/spark/deploy/k8s/KubernetesUtils.scala#L310] following is driver log , driver is completed successfully and shutdownhook is not cleared the hdfs files. {code:java} 23/02/16 18:06:56 INFO KubernetesClusterSchedulerBackend: Shutting down all executors 23/02/16 18:06:56 INFO KubernetesClusterSchedulerBackend$KubernetesDriverEndpoint: Asking each executor to shut down 23/02/16 18:06:56 WARN ExecutorPodsWatchSnapshotSource: Kubernetes client has been closed. 23/02/16 18:06:57 INFO MapOutputTrackerMasterEndpoint: MapOutputTrackerMasterEndpoint stopped! 23/02/16 18:06:57 INFO MemoryStore: MemoryStore cleared 23/02/16 18:06:57 INFO BlockManager: BlockManager stopped 23/02/16 18:06:57 INFO BlockManagerMaster: BlockManagerMaster stopped 23/02/16 18:06:57 INFO OutputCommitCoordin"
13526476,Add `show_counts` parameter for DataFrame.info,Resolved,Major,Fixed,See https://github.com/pandas-dev/pandas/pull/37999
13525243,Improve the performance of drop partitions,Resolved,Major,Fixed,"Currently to drop the matching partitions, Spark will first get all matching Partition objects from Hive metastore, and just use the partition values of these Partition objects. We can get the matching partition names instead of the partition objects for the following reasons: 1. we can also get partition values through a partition name (like a=1/b=2) 2. the byte size of partition name is much smaller than partition object, which will help improve the performance of drop partitions."
13525582,Scala Client: Add 3rd batch of functions,Resolved,Major,Fixed,
13526490,Add `inclusive` parameter for date_range,Resolved,Major,Fixed,See https://github.com/pandas-dev/pandas/issues/40245
13526489,Add `inclusive` parameter for (DataFrame|Series).between_time,Resolved,Major,Fixed,See https://github.com/pandas-dev/pandas/pull/43248
13522892,Assign name to _LEGACY_ERROR_TEMP_2133,Resolved,Major,Fixed,
13525407,ConstantPropagation support more cases,Resolved,Major,Fixed,
13523505,Point out the user-facing documentation in Spark Connect server startup,Open,Major,,See SPARK-42375 in SparkSubmit.scala
13522901,Assign name to _LEGACY_ERROR_TEMP_2175,Resolved,Major,Fixed,
13522380,Test Parity: pyspark.sql.tests.test_udf and pyspark.sql.tests.pandas.test_pandas_udf,Resolved,Major,Fixed,
13524303,Support parameterized SQL by sql(),Resolved,Major,Fixed,
13526474,Warning for the pandas-related behavior changes in next major release,Resolved,Major,Fixed,
13526260,Deprecate & remove the APIs that will be removed in pandas 2.0.,Resolved,Major,Fixed,pandas is preparing to release 2.0 which includes bunch of API changes. ([https://pandas.pydata.org/pandas-docs/version/2.0/whatsnew/v2.0.0.html#removal-of-prior-version-deprecations-changes]) We also should deprecate the APIs so that we can remove the API in next release.
13524375,Initial prototype implementation for PySparkML,Resolved,Major,Done,
13525436,High level design doc for Distributed ML <> spark connect,Resolved,Major,Done,Design doc: https://docs.google.com/document/d/1LHzwCjm2SluHkta_08cM3jxFSgfF-niaCZbtIThG-H8/edit?usp=sharing
13522869,Assign name to _LEGACY_ERROR_TEMP_2132,Resolved,Major,Fixed,
13526587,Add Destructive Iterator for SparkResult,Resolved,Major,Fixed,"Add a destructive iterator to SparkResult. Instead of keeping everything in memory for the life time of SparkResult object, clean it up as soon as we know we are done with it. We can use this for Dataset.toLocalIterator."
13522870,Assign name to _LEGACY_ERROR_TEMP_2206,Resolved,Major,Fixed,
13526227,Streaming createDataFrame implementation,Resolved,Major,Fixed,createDataFrame in Spark Connect is now one protobuf message which doesn't allow creating a large local DataFrame. We should make it streaming.
13526291,Support unwrap date type to timestamp type,Resolved,Major,Fixed,
13526172,Extend function.lit() to match Literal.apply(),Resolved,Major,Fixed,"function.lit should support the same conversions as the original. This requires an addition to the connect protocol, since it does not support nested type literals at the moment."
13526350,Implement functions.typedlit,Resolved,Major,Fixed,We need to add functions.typedlit. This requires a change to the connect protocol. See SPARK-42579
13525613,Scala Client add partition transforms functions,Resolved,Major,Fixed,
13524408,Migrate `TypeError` into error framework for Spark Connect column API.,Resolved,Major,Fixed,We should migrate all errors into PySpark error framework.
13522888,Assign name to _LEGACY_ERROR_TEMP_2247,Resolved,Major,Fixed,
13526023,"Get ParseException when run sql: ""SELECT 1 UNION SELECT 1;""",Resolved,Major,Fixed,"When I run sql {code:java} scala> spark.sql(""SELECT 1 UNION SELECT 1;"") {code} I get ParseException: {code:java} org.apache.spark.sql.catalyst.parser.ParseException: mismatched input 'SELECT' expecting {<EOF>, ';'}(line 1, pos 15)== SQL == SELECT 1 UNION SELECT 1; ---------------^^^ at org.apache.spark.sql.catalyst.parser.ParseException.withCommand(ParseDriver.scala:266) at org.apache.spark.sql.catalyst.parser.AbstractSqlParser.parse(ParseDriver.scala:127) at org.apache.spark.sql.execution.SparkSqlParser.parse(SparkSqlParser.scala:51) at org.apache.spark.sql.catalyst.parser.AbstractSqlParser.parsePlan(ParseDriver.scala:77) at org.apache.spark.sql.SparkSession.$anonfun$sql$2(SparkSession.scala:616) at org.apache.spark.sql.catalyst.QueryPlanningTracker.measurePhase(QueryPlanningTracker.scala:111) at org.apache.spark.sql.SparkSession.$anonfun$sql$1(SparkSession.scala:616) at org.apache.spark.sql.SparkSession.withActive(SparkSession.scala:775) at org.apache.spark.sql.SparkSession.sql(SparkSession.scala:613) ... 47 elided {code} If I run with parentheses , it works well {code:java} scala> spark.sql(""(SELECT 1) UNION (SELECT 1);"") res4: org.apache.spark.sql.DataFrame = [1: int]{code} Thi"
13526259,Document SS guide doc for supporting multiple stateful operators (especially chained aggregations),Resolved,Major,Fixed,"We made a change on the guide doc for SPARK-40925 via SPARK-42105, but from SPARK-42105 we only removed the section of ""limitation of global watermark"". That said, we haven't provided any example of new functionality, especially that users need to know about the change of SQL function (window) in chained time window aggregations. In this ticket, we will add the example of chained time window aggregations, with introducing new functionality of SQL function."
13525927,"User-provided JARs can override Spark's Hive metadata client JARs when using ""builtin""",Resolved,Major,Fixed,"Recently we observed that on version 3.2.0 and Java 8, it is possible for user-provided Hive JARs to break the ability for Spark, via the Hive metadata client / {{IsolatedClientLoader}}, to communicate with Hive Metastore, when using the default behavior of the ""builtin"" Hive version. After SPARK-35321, when Spark is compiled against Hive >= 2.3.9 and the ""builtin"" Hive client version is used, we will call the method {{Hive.getWithoutRegisterFns()}} (from HIVE-21563) instead of {{Hive.get()}}. If the user has included, for example, {{hive-exec-2.3.8.jar}} on their classpath, the client will break with a {{NoSuchMethodError}}. This particular failure mode was resolved in 3.2.1 by SPARK-37446, but while investigating, we found a general issue that it's possible for user JARs to override Spark's own JARs -- but only inside of the IsolatedClientLoader when using ""builtin"". This happens because even when Spark is configured to use the ""builtin"" Hive classes, it still creates a separate URLClassLoader for the HiveClientImpl used for HMS communication. To get the set of JAR URLs to use for this classloader, Spark [collects all of the JARs used by the user classloader (and its parent, and "
13524335,`with as` executed again,Resolved,Major,Fixed,"When 'with as' is used multiple times, it will be executed again each time without saving the results of' with as', resulting in low efficiency. Will you consider improving the behavior of 'with as'"
13524675,Pyspark catalog.cacheTable allow to specify storage level Connect add support Storagelevel,Resolved,Major,Fixed,Currently PySpark version of catalog.cacheTable function does not support to specify storage level. This is to add that.
13522466,add spark.yarn.archive/jars similar option for spark on K8S,Open,Major,,"For spark on yarn, there are `spark.yarn.archive` and `spark.yarn.jars` to distribute spark runtime jars before driver/executor starts up. I'd like to propose similar functionality for spark on K8S. The benefits are: # accelerating workloads migration from yarn to K8S which use the above feature # explore new version of spark more easily without to rebuild the spark image # currently, there's really no other way to add additional/extension jars to executors on k8s before startup ."
13522887,Assign name to _LEGACY_ERROR_TEMP_2044,Resolved,Major,Fixed,
13525631,Add more WriteTo tests after Scala Client session config is supported,Resolved,Major,Fixed,"Add more test cases following the examples in ""SparkConnectProtoSuite(""WriteTo"")"" tests and add more tests."
13524174,Support for Pandas/Arrow Functions API,Resolved,Major,Resolved,"There are derivative APIs which depend on the implementation of Pandas UDFs: Pandas Function APIs and Arrow Function APIs, as shown below: !image-2023-03-29-11-40-44-318.png|width=576,height=225! Spark Connect Python Client (SCPC), as a client and server interface for PySpark will eventually replace the legacy API of PySpark. Supporting PySpark UDFs is essential for Spark Connect to reach parity with the PySpark legacy API. See design doc [here|https://docs.google.com/document/d/e/2PACX-1vRXF8nTdjwH0LbYyp3b6Zt6STEKWsvfKSO7_s4foOB-3zJ2h4_06JF147hUPlADJxZ_X22RFxgZ-fRS/pub]."
13525448,Spark SQL should do further validation on join condition fields,Resolved,Major,Won't Do,"In Spark SQL, the conditions for the join use fields that are allowed to be fields from a non-left table or a non-right table. In this case, the join will degenerate into a cross join. Suppose you have two tables, test1 and test2, which have the same table schema: {code:java} ``` CREATE TABLE `default`.`test1` ( `id` INT, `name` STRING, `age` INT, `dt` STRING) USING parquet PARTITIONED BY (dt) ```{code} The following SQL has three joins, but in the last left join, the conditions is `t1.name=t2.name`, and t3.name is not used. So the last left join will be cross join. {code:java} ``` select * from (select * from test1 where dt=""20230215"" and age=1 ) t1 left join (select * from test1 where dt==""20230215"" and age=2) t2 on t1.name=t2.name left join (select * from test2 where dt=""20230215"") t3 on t1.name=t2.name; ```{code} So i think Spark SQL should do further validation on join condition, the fields of join condition must be a left table or right table field , otherwise it is thrown `AnalysisException`."
13525639,Add NULL values for INSERT commands with user-specified lists of fewer columns than the target table,Resolved,Major,Fixed,
13525515,Extract the common .ml classes to `mllib-common`,Resolved,Major,Fixed,
13523013,Implement Grouped Map API,Resolved,Major,Fixed,
13526278,Support query inserted partitions after insert data into table when hive.exec.dynamic.partition=true,In Progress,Major,,"When hive.exec.dynamic.partition=true and hive.exec.dynamic.partition.mode=nonstrict, we can insert table by sql like 'insert overwrite table aaa partition(dt) select xxxx', of course we can know the partitions inserted into the table by the sql itself, but if we want do something for common use, we need some common way to get the inserted partitions, for example: spark.sql(""insert overwrite table aaa partition(dt) select xxxx"") //insert table val partitions = getInsertedPartitions() //need some way to get inserted partitions monitorInsertedPartitions(partitions) //do something for common use Since insert statement should not return any data, this ticket propose to introduce spark.hive.exec.dynamic.partition.savePartitions=true (default false) spark.hive.exec.dynamic.partition.savePartitions.tableNamePrefix=hive_dynamic_inserted_partitions when spark.hive.exec.dynamic.partition.savePartitions=true we save the partitions to the temporary view $spark.hive.exec.dynamic.partition.savePartitions.tableNamePrefix_$dbName_$tableName we will allow user to do this scala> spark.conf.set(""hive.exec.dynamic.partition"", true) scala> spark.conf.set(""hive.exec.dynamic.partition.mode"", ""nonstrict"")"
13525981,SPARK-42045 is incomplete in supporting ANSI_MODE fro round() and bround(),Open,Major,,"under ANSI mode SPARK-42045 added error conditions insetad of silent overflows for edge cases in round() and bround(). However it appears this fix works only for the INT data type. Trying it on a e.g. SMALLINT the function still returns wrong results: {code:java} spark-sql> select round(2147483647, -1); [ARITHMETIC_OVERFLOW] Overflow. If necessary set ""spark.sql.ansi.enabled"" to ""false"" to bypass this error.{code} {code:java} spark-sql> select round(127y, -1); -126 {code}"
13526100,Add Broadcast to functions,Resolved,Major,Fixed,Add the {{broadcast}} function to functions.scala. Please check if we can get the same semantics as the current implementation using unresolved hints. https://github.com/apache/spark/blame/master/sql/core/src/main/scala/org/apache/spark/sql/functions.scala#L1246-L1261
13524400,The built-in dialects support OFFSET and paging query.,Resolved,Major,Won't Fix,
13525592,Push down topK through join,In Progress,Major,,"{code:scala} spark.range(100000000).selectExpr(""id % 10000 as a"", ""id as b"").write.saveAsTable(""t1"") spark.range(100000000).selectExpr(""id % 10000 as x"", ""id as y"").write.saveAsTable(""t2"") sql(""select * from t1 left join t2 on a = x order by b limit 5"").collect() spark.sql(""set spark.sql.optimizer.excludedRules=org.apache.spark.sql.catalyst.optimizer.LimitPushDown"") sql(""select * from t1 left join t2 on a = x order by b limit 5"").collect() {code}"
13522830,Include column default values in DESCRIBE output for V2 tables,Resolved,Major,Fixed,
13525370,Introducing Spark Connect on the main page and adding Spark Connect Overview page,Resolved,Major,Fixed,We should document the introduction of Spark Connect at PySpark main documentation page to give a summary to users.
13525975,Remove `experimental` from Volcano docs,Resolved,Major,Fixed,
13525791,Update YuniKorn documentation with v1.2,Resolved,Major,Fixed,
13523504,User-facing documentation,Open,Major,,Should provide the user-facing documentation so end users how to use Spark Connect.
