Issue id,Summary,Status,Priority,Resolution,Description
13304268,Separate out allow filtering scanning through a partition versus scanning over the table,Triage Needed,Normal,,"Currently allow filtering can mean two things in the spirit of ""avoid operations that don't seek to a specific row or sequential rows of data."" First, it can mean scanning across the entire table to meet the criteria of the query. That's almost always a bad thing and should be discouraged or disabled (see CASSANDRA-8303). Second, it can mean filtering within a specific partition. For example, in a query you could specify the full partition key and if you specify a criterion on a non-key field, it requires allow filtering. The second reason to require allow filtering is significantly less work to scan through a partition. It is still extra work over seeking to a specific row and getting N sequential rows though. So while an application developer and/or operator needs to be cautious about this second type, it's not necessarily a bad thing, depending on the table and the use case. I propose that we separate the way to specify allow filtering across an entire table from specifying allow filtering across a partition in a backwards compatible way. One idea that was brought up in Slack in the cassandra-dev room was to have allow filtering mean the superset - scanning across the table. The"
13296854,copyutil.py uses Exception.message which doesn't exist in Python 3,Resolved,Normal,Fixed,Python 3 deprecated and removed the use of Exception.message. The purpose of this ticket is to convert *Exception.message* to something that is Python 3 compatible
13308898,MV schema version update race,Open,Normal,,"test_populate_mv_after_insert_wide_rows fails with {quote} ERROR [MutationStage-2] 2020-06-02 17:31:46,414 Keyspace.java:621 - Attempting to mutate non-existant table 2afc69c0-a4e6-11ea-a44e-7941109e8480 (ks.t_by_v) {quote}"
13305111,SASI BounceIntersectionIterator should perform skipTo() using biggest token value,Triage Needed,Normal,,"In {{BounceIntersectionIterator}}, it polls the {{range iterator}} which has the smallest current token from priority queue and uses the smallest token to perform skipTo() on other range iterators where their current tokens are equal to or greater than the smallest token... In this case, ""skipTo()"" works similarly to ""next()"" and no on-disk leaves will be skipped in {{TokenTreeIterator#performSkipTo()}}. I think {{BounceIntersectionIterator}} should poll the range iterator with biggest current token and use it to perform skipTo() to improve performance."
13309306,Delay between Gossip settle and CQL port opening during the startup,Open,Normal,,"Hello, When I am bootstrapping/restarting a Cassandra Node, there is a delay between gossip settle and CQL port opening. Can someone please explain me where this delay is configured and can this be changed? I don't see any information in the logs In my case if you see there is a ~3 minutes delay and this increases if I increase the #of tables and #of nodes and DC. {code:java} INFO [main] 2020-05-31 23:51:07,554 Gossiper.java:1692 - Waiting for gossip to settle... INFO [main] 2020-05-31 23:51:15,555 Gossiper.java:1723 - No gossip backlog; proceeding INFO [main] 2020-05-31 23:54:06,867 NativeTransportService.java:70 - Netty using native Epoll event loop INFO [main] 2020-05-31 23:54:06,913 Server.java:155 - Using Netty Version: [netty-buffer=netty-buffer-4.0.44.Final.452812a, netty-codec=netty-codec-4.0.44.Final.452812a, netty-codec-haproxy=netty-codec-haproxy-4.0.44.Final.452812a, netty-codec-http=netty-codec-http-4.0.44.Final.452812a, netty-codec-socks=netty-codec-socks-4.0.44.Final.452812a, netty-common=netty-common-4.0.44.Final.452812a, netty-handler=netty-handler-4.0.44.Final.452812a, netty-tcnative=netty-tcnative-1.1.33.Fork26.142ecbb, netty-transport=netty-transport-4.0.44.Fina"
13301339,Make SASI query safe for concurrent compaction,Open,Normal,,"Read Request Thread: 1.) In {{QueryController#getIndexes}}, read request gets the current {{view}} of sstable indexes. 2.) Request will try to reference the {{SSTableIndex}} from the {{view}} in {{TermIterator#build}} and skips the {{SSTableIndex}} if it cannot be referenced. Compaction Thread: If a compaction finishes between 1) and 2) and no other in-flight queries are holding the sstable index reference, compacted {{SSTableIndex}} will be released. Then in step 2, read request will not be able to reference the released {{SSTableIndex}}. We won't see a corruption error, but we'll silently not read all data. ---- Proposed fix: Read Request should make sure all {{SSTableIndexes}} from the {{View}} can be referenced; if not, it should retry with latest {{View}}."
13298730,Add serial consistency option and regular and serial consistency into profile yaml,Triage Needed,Normal,,"Needed to be done in order to be able to control serial consistency and regular consistency levels separately. For instance, it was not possible to set serial consistency to LOCAL_SERIAL and regular consistency to QUORUM. We have following code handling it all over the place: if (cl.isSerialConsistency()) statement.setSerialConsistencyLevel(JavaDriverClient.from(cl)); else statement.setConsistencyLevel(JavaDriverClient.from(cl)); With the fix it beacome possible to set serial and regular consistency separately, also it is possible to specify consistency in yaml file per query, in case you want to stress with dirrefent consistency levels, in following manner: lwt_update_one_column: cql: update blogposts set lwt_ind = 10000001 where domain = ? and published_date = ? if lwt_ind < 0 fields: samerow consistencyLevel: QUORUM serialConsistencyLevel: LOCAL_SERIAL Fix: [https://github.com/apache/cassandra/pull/540]"
13298619,cassandra-stress fails when we specify a port per node,Triage Needed,Normal,,"{code} $ ./tools/bin/cassandra-stress write n=10 -node 127.0.0.1:9046,127.0.0.1:9048 ... java.lang.RuntimeException: java.lang.IllegalArgumentException: Failed to add contact point: 127.0.0.1:9046 at org.apache.cassandra.stress.settings.StressSettings.getJavaDriverClient(StressSettings.java:148) at org.apache.cassandra.stress.settings.StressSettings.getJavaDriverClient(StressSettings.java:116) at org.apache.cassandra.stress.settings.SettingsSchema.createKeySpaces(SettingsSchema.java:66) at org.apache.cassandra.stress.settings.StressSettings.maybeCreateKeyspaces(StressSettings.java:156) at org.apache.cassandra.stress.StressAction.run(StressAction.java:56) at org.apache.cassandra.stress.Stress.run(Stress.java:143) at org.apache.cassandra.stress.Stress.main(Stress.java:62) Caused by: java.lang.IllegalArgumentException: Failed to add contact point: 127.0.0.1:9046 at com.datastax.driver.core.Cluster$Builder.addContactPoint(Cluster.java:922) at org.apache.cassandra.stress.util.JavaDriverClient.connect(JavaDriverClient.java:131) at org.apache.cassandra.stress.settings.StressSettings.getJavaDriverClient(StressSettings.java:139) ... 6 more Caused by: java.net.UnknownHostException: 127.0.0.1"
13301852,Improve range reads to query by endpoints instead of vnodes to reduce number of remote requests,Open,Normal,,"Currently, range read queries in batches, see {{StorageProxy.RangeCommandIterator#sendNextRequests()}}. For each batch, it computes a list of merged vnode ranges up to concurrency factor and query each merged vnode range asynchronously. (note: consecutive vnode ranges can be merged if they share enough replicas to satisfy consistency level requirement) This works fine in general, but when concurrency factor is high because returned row count is small comparing to query limit or index filtering is used, coordinator may send too many concurrent remote range requests in a batch. We can improve it by grouping remote range requests by endpoints where each endpoint will return response corresponding to multiple non-consecutive ranges. With endpoint grouping, number of remote range requests should largely reduced and it's always capped by number of nodes in the cluster instead of number of ranges which is capped by concurrency factor. Let's look at an example on a 5-node cluster with 10 ranges(a,b,c,d,e,f,g,h,i,h) and rf3. Following is the range to replica mapping using round robin that should work well with consecutive range merger (consecutive range merger doesn't work well with fully r"
13310440,stream sstable attached index files entirely with data file,Open,Normal,,"When sstable is streamed entirely, there is no need to rebuild sstable attached index on receiver if index files can be streamed entirely."
13312625,"DOC - Installation pages, curl command for retrieving keys",Resolved,Normal,Fixed,I noticed that on the *getting_started/installing* page in the Debian section the curl command for retrieving the cassandra GPG KEYS does not work (the URL gets redirected and no data is returned by curl). It might be fixed by adding '-L' to the curl command or by changing [www.apache.org|http://www.apache.org/] to downloads.apache.org on that page (commit c93c2983cd3f did this previously but is no longer in the code). I have created a pull request for this issue: [https://github.com/apache/cassandra/pull/648]
13301818,DOC - Improve tpstats documentation,Open,Normal,,"h2. Background The docs for {{nodetool tpstats}} gives the user a good overview of the correct command format, but lack an explanation of the message types. As of Cassandra4.0 and CASSANDRA-15066 the Message types have expanded a lot so this becomes quite overwhelming (particularly for new users). I'd propose we offer a simple explanation of these grouping them into logical groups (see CASSANDRA-15771 which I opened for the formatting output). The github code for the {{Verb.java}} class does give the user some idea of what these are but not everyone will go looking for that. h2. Example Code for ref [https://github.com/apache/cassandra/blob/trunk/src/java/org/apache/cassandra/net/Verb.java] I tried to sort some of the tpstats output into categories and made a first attempt at an explanation here: {code:java} Batches BATCH_REMOVE_REQ Batches BATCH_REMOVE_RSP Batches BATCH_STORE_REQ Batches BATCH_STORE_RSP - These are batches, I'd assume the store / removes are as we add and process them? Counters COUNTER_MUTATION_REQ Counters COUNTER_MUTATION_RSP - Counter writes Deprecated INTERNAL_RSP Deprecated REQUEST_RSP - Some of these are shown as deprecated in the code. Not sure what we shou"
13305980,Metrics Documentation Enhancements,Open,Normal,,"CASSANDRA-15582 involves quality around metrics and it was mentioned that reviewing and [improving documentation|https://github.com/apache/cassandra/blob/trunk/doc/source/operating/metrics.rst] around metrics would fall into that scope. Please consider some of this analysis in determining what improvements to make here: Please see [this spreadsheet|https://docs.google.com/spreadsheets/d/1iPWfCMIG75CI6LbYuDtCTjEOvZw-5dyH-e08bc63QnI/edit?usp=sharing] that itemizes almost all of cassandra's metrics and whether they are documented or not (and other notes). That spreadsheet is ""almost all"" because there are some metrics that don't seem to initialize as part of Cassandra startup (i was able to trigger some to initialize, but all were not immediately obvious). The missing metrics seem to be related to the following: * ThreadPool metrics - only some initialize at startup the list of which follow below * Streaming Metrics * HintedHandoff Metrics * HintsService Metrics Here are the ThreadPool scopes that get listed: {code} AntiEntropyStage CacheCleanupExecutor CompactionExecutor GossipStage HintsDispatcher MemtableFlushWriter MemtablePostFlush MemtableReclaimMemory MigrationStage MutationSta"
13313463,Doc update: stream-entire-sstable supports all compaction strategies and internode encryption,Open,Normal,,"As [~mck] point out, doc needs to be updated for CASSANDRA-15657 and CASSANDRA-15740."
13305336,Transports are stopped in the wrong order,Resolved,Normal,Fixed,"Stopping gossip while native is running is almost always wrong, change the order of shutdown and log a warning when done manually"
13312952,JAVA 8: test_multiple_repair - repair_tests.incremental_repair_test.TestIncRepair,Resolved,Normal,Not A Problem,JAVA 8: test_multiple_repair - repair_tests.incremental_repair_test.TestIncRepair Fails locally and in CircleCI: https://app.circleci.com/pipelines/github/ekaterinadimitrova2/cassandra/222/workflows/46515d14-9be4-4edb-8db4-5930312d2bfb/jobs/1329
13304018,Commented-out lines that end in a semicolon cause an error.,Resolved,Normal,Fixed,"Commented-out lines that end in a semicolon cause an error. For example: /* describe keyspaces; */ This produces an error: SyntaxException: line 2:22 no viable alternative at input '<EOF> (...* describe keyspaces;...) It works as expected if you use syntax: -- describe keyspaces; Environment: python:3.7.7-slim-stretch (docker image) I found that this was first seen here, and was patched, but the bug appears to have resurfaced: https://issues.apache.org/jira/browse/CASSANDRA-2488"
13313024,Dropping compact storage with 2.1-sstables on disk make them unreadable,Resolved,Normal,Fixed,Test reproducing: https://github.com/krummas/cassandra/commits/marcuse/dropcompactstorage
13296166,"DOC - Review Testing section, update builds info to ci-cassandra.apache.org",Resolved,Normal,Fixed,"h2. Background While discussing doc updates to CASSANDRA-15466 on [ASF Slack|https://the-asf.slack.com/archives/CK23JSY2K/p1585985233187200], I discovered that the [Testing|http://cassandra.apache.org/doc/latest/development/testing.html] page requires a review. h2. Sample section [~mck] advised that the linked CI server here: bq. Using dtests helps us to prevent regression bugs by continually executing tests on the [CI server|https://builds.apache.org/] against new patches. should be https://ci-cassandra.apache.org/."
13298860,Add StorageServiceMBean#setDynamicBadnessThreshold to expose dynamic badness threshold,Review In Progress,Normal,,https://issues.apache.org/jira/browse/CASSANDRA-12179 made the DynamicEndpointSnitch properties dynamic at runtime but didn’t expose a method to modify badness threshold. This can be useful in operations that also modify severity manually or if operators want to temporarily disable dynamic snitch behavior.
13307491,Enhance fqltool to be able to export the fql log into a format which doesn't depend on Cassandra,Open,Normal,,"Currently the fql log format uses Cassandra serialization within the message, which means that reading the file also requires Cassandra classes. To make it easier for outside tools to read the fql logs we should enhance the fqltool to be able to dump the logs to a file format using thrift or protobuf. Additionally we should support exporting the original query with a deterministic version allowing tools to have reproducible and comparable results."
13303726,CorruptSSTableException when compacting a 3.0 format sstable that was originally created as an outcome of 2.1 sstable upgrade,Open,Normal,,"Below is the exception with stack trace. This issue is reproduce-able. {code:java} DEBUG [CompactionExecutor:10] 2020-05-07 19:33:34,268 CompactionTask.java:158 - Compacting (a3ea9fc0-9099-11ea-933f-c5e852f71338) [/mnt/data/cassandra/data/ks/cf/md-10802-big-Data.db:level=0, ] ERROR [CompactionExecutor:10] 2020-05-07 19:33:34,275 CassandraDaemon.java:208 - Exception in thread Thread[CompactionExecutor:10,1,RMI Runtime] org.apache.cassandra.io.sstable.CorruptSSTableException: Corrupted: /mnt/data/cassandra/data/ks/cf/md-10802-big-Data.db at org.apache.cassandra.io.sstable.SSTableIdentityIterator.computeNext(SSTableIdentityIterator.java:105) ~[nf-cassandra-3.0.19.8.jar:3.0.19.8] at org.apache.cassandra.io.sstable.SSTableIdentityIterator.computeNext(SSTableIdentityIterator.java:30) ~[nf-cassandra-3.0.19.8.jar:3.0.19.8] at org.apache.cassandra.utils.AbstractIterator.hasNext(AbstractIterator.java:47) ~[nf-cassandra-3.0.19.8.jar:3.0.19.8] at org.apache.cassandra.db.rows.LazilyInitializedUnfilteredRowIterator.computeNext(LazilyInitializedUnfilteredRowIterator.java:95) ~[nf-cassandra-3.0.19.8.jar:3.0.19.8] at org.apache.cassandra.db.rows.LazilyInitializedUnfilteredRowIterator.computeNext(La"
13310716,When 3.0 reads 2.1 data with a regular column set<text> it expects the cellName to contain a element and fails if not true,Resolved,Normal,Won't Fix,{code} java.lang.AssertionError at org.apache.cassandra.db.rows.BufferCell.<init>(BufferCell.java:48) at org.apache.cassandra.db.LegacyLayout$CellGrouper.addCell(LegacyLayout.java:1461) at org.apache.cassandra.db.LegacyLayout$CellGrouper.addAtom(LegacyLayout.java:1380) at org.apache.cassandra.db.UnfilteredDeserializer$OldFormatDeserializer$UnfilteredIterator.readRow(UnfilteredDeserializer.java:549) at org.apache.cassandra.db.UnfilteredDeserializer$OldFormatDeserializer$UnfilteredIterator.hasNext(UnfilteredDeserializer.java:523) at org.apache.cassandra.db.UnfilteredDeserializer$OldFormatDeserializer.hasNext(UnfilteredDeserializer.java:336) at org.apache.cassandra.io.sstable.SSTableSimpleIterator$OldFormatIterator.readStaticRow(SSTableSimpleIterator.java:133) at org.apache.cassandra.io.sstable.SSTableIdentityIterator.<init>(SSTableIdentityIterator.java:59) at org.apache.cassandra.io.sstable.format.big.BigTableScanner$KeyScanningIterator$1.initializeIterator(BigTableScanner.java:364) at org.apache.cassandra.db.rows.LazilyInitializedUnfilteredRowIterator.maybeInit(LazilyInitializedUnfilteredRowIterator.java:48) at org.apache.cassandra.db.rows.LazilyInitializedUnfilteredRowIterator.isRe
13304706,Default StringTableSize parameter causes GC slowdown,Resolved,Normal,Fixed,"While looking at tail latency on a Cassandra cluster, it came up that the default StringTableSize in Cassandra is set to a million: {code:java} # Larger interned string table, for gossip's benefit (CASSANDRA-6410) -XX:StringTableSize=1000003{code} This was done for CASSANDRA-6410 by [~jbellis] in '13, to optimize heap usage on a test case, running with 500 nodes and num_tokens=512. Until Java 13, this string table is implemented as native code, and has to be traversed entirely during the GC initial marking phase, which is a STW event. Some testing on my end shows that the pause time of a GC cycle can be reduced by approximately 10 milliseconds if we lower the string table size back to the Java 8 default of 60013 entries. Thus, I would recommend this patch (3.11 branch, similar patch for 4.0): {code:java} diff --git a/conf/jvm.options b/conf/jvm.options index 01bb1685b3..c184d18c5d 100644 --- a/conf/jvm.options +++ b/conf/jvm.options @@ -107,9 +107,6 @@ # Per-thread stack size. -Xss256k -# Larger interned string table, for gossip's benefit (CASSANDRA-6410) --XX:StringTableSize=1000003 - # Make sure all memory is faulted and zeroed on startup. # This helps prevent soft faults in cont"
13301578,NoSpamLogger arguments building objects on hot paths,Resolved,Normal,Fixed,"NoSpamLogger is used in hot logging paths to prevent logs being overrun. For that to be most effective the arguments to the logger need to be cheap to construct. During the internode messaging refactor CASSANDRA-15066, performance changes to BufferPool for CASSANDRA-14416 were accidentally reverted in the merge up from 3.11. Reviewing other uses since, it looks like there are a few places where the arguments require some form of String building. org.apache.cassandra.net.InboundSink#accept org.apache.cassandra.net.InboundMessageHandler#processCorruptFrame org.apache.cassandra.net.InboundMessageHandler.LargeMessage#deserialize org.apache.cassandra.net.OutboundConnection#onOverloaded org.apache.cassandra.utils.memory.BufferPool.GlobalPool#allocateMoreChunks Formatting arguments should either be precomputed, or if expensive they should be computed after the decision on whether to noSpamLog has been made."
13314106,Operational Improvements & Hardening for Replica Filtering Protection,Resolved,Normal,Fixed,"CASSANDRA-8272 uses additional space on the heap to ensure correctness for 2i and filtering queries at consistency levels above ONE/LOCAL_ONE. There are a few things we should follow up on, however, to make life a bit easier for operators and generally de-risk usage: (Note: Line numbers are based on {{trunk}} as of {{3cfe3c9f0dcf8ca8b25ad111800a21725bf152cb}}.) *Minor Optimizations* * {{ReplicaFilteringProtection:114}} - Given we size them up-front, we may be able to use simple arrays instead of lists for {{rowsToFetch}} and {{originalPartitions}}. Alternatively (or also), we may be able to null out references in these two collections more aggressively. (ex. Using {{ArrayList#set()}} instead of {{get()}} in {{queryProtectedPartitions()}}, assuming we pass {{toFetch}} as an argument to {{querySourceOnKey()}}.) * {{ReplicaFilteringProtection:323}} - We may be able to use {{EncodingStats.merge()}} and remove the custom {{stats()}} method. * {{DataResolver:111 & 228}} - Cache an instance of {{UnaryOperator#identity()}} instead of creating one on the fly. * {{ReplicaFilteringProtection:217}} - We may be able to scatter/gather rather than serially querying every row that needs to be comp"
13311827,Flaky unit test: CorruptedSSTablesCompactionsTest,Resolved,Normal,Fixed,"CASSANDRA-14238 addressed the failure in {{BlacklistingCompactionsTest.testBlacklistingWithSizeTieredCompactionStrategy}}, but only on 2.2. While working on CASSANDRA-14888, we’ve reproduced [the failure|https://app.circleci.com/pipelines/github/dineshjoshi/cassandra/47/workflows/de5f7cdb-06b6-4869-9d19-81a145e79f3f/jobs/2516/tests] on trunk. It looks like this should be a clean merge forward."
13307406,Bloom filter false positive rate calculation does not take into account true negatives,Resolved,Normal,Fixed,"The bloom filter false positive ratio is [currently computed|https://github.com/apache/cassandra/blob/ded62076e7fdfd1cfdcf96447489ea607ca796a0/src/java/org/apache/cassandra/metrics/TableMetrics.java#L738] as: {{bf_fp_ratio = false_positive_count / (false_positive_count + true_positive_count)}} However, this calculation doesn't take into account true negatives (false negatives never happen on bloom filters). In a situation where there are 1000 reads for non existing rows, and there are 10 false positives, the bloom filter false positive ratio will be wrongly calculated as 10/10 = 1.0, while it should be 10/1000 = 0.01. We should update the calculation to: {{bf_fp_ratio = false_positive_count / #bf_queries}} Original jira by [~pauloricardomg]"
13301623,cqllib testing not running in CircleCI,Resolved,Normal,Duplicate,CASSANDRA-14951 added the ability to run the cqllib tests but didn’t add them to CircleCI and are missing currently. It would be best to add the matrix of supported cases to CircleCI.
13301592,Tarball contains duplicate entries,Resolved,Normal,Fixed,"The tarball contains a lot of duplicate entries. One example is cassandra-stress.bat: {code:sh} tar -tvf /home/map/Downloads/apache-cassandra-3.11.6-bin.tar.gz |grep ""cassandra-stress.bat"" -rw-r--r-- 0/0 1097 2020-02-10 23:57 apache-cassandra-3.11.6/tools/bin/cassandra-stress.bat -rwxr-xr-x 0/0 1097 2020-02-10 23:57 apache-cassandra-3.11.6/tools/bin/cassandra-stress.bat {code}"
13300569,YamlConfigurationLoader swallows a real exception and exposes a misleading exception message,Triage Needed,Normal,,"Method YamlConfigurationLoader.loadConfig(URL) parses a YAML config file: {code:java} try { ... Config result = loadConfig(yaml, configBytes); ... } catch (YAMLException e) { throw new ConfigurationException(""Invalid yaml: "" + url + SystemUtils.LINE_SEPARATOR + "" Error: "" + e.getMessage(), false); } {code} In the catch block, the real cause is dropped and a misleading message ""Invalid yaml"" is given. Instead in my case I have a cause: {code:none} java.lang.NoSuchMethodError: com.google.common.collect.Sets.newConcurrentHashSet()Ljava/util/Set; {code} This is caused by an incompatible Guava version in classpath. It was impossible to figure out the real root cause without debugging. One possible fix is to include the caught exception (YAMLException e) in the cause of the thrown exception: {code:java} throw new ConfigurationException(msg, e) {code} The 'msg' should be changed because it is not necessarily ""Invalid yaml"". Another possible fix is to not catch exception here - just let the root cause exception propagate to the caller."
13298653,jvm dtest builder should be provided to the factory and expose state,Resolved,Normal,Fixed,"Currently the builder is rather heavy and creates configs plus call the factory with specific fields only, this isn’t that flexible and makes it harder to have custom cluster definitions which require additional fields to be defined. To solve this we should make the builder be sent to the factory and expose the state so the factory can get all the fields it needs, the factory should also be in charge of creating the configs"
13300331,bin/sstableverify should support user provided token ranges,Resolved,Normal,Fixed,Verify should allow options for token ranges so the stand alone verifier is able to include user supplied ranges; this is useful for tools to verify outside of the cluster.
13296801,Performance regression on internode messaging,Resolved,Normal,Fixed,"Me and [~jasonstack] have been investigating a performance regression affecting 4.0 during a 3 nodes, RF 3 write throughput test with a timeseries like workload, as shown in this plot, where blue is 3.11 and orange is 4.0: !Oss40vsOss311.png|width=389,height=214! It's been a bit of a long investigation, but two clues ended up standing out: 1) An abnormal number of expired messages on 4.0 (as shown in the attached system log), while 3.11 has almost none. 2) An abnormal GC activity (as shown in the attached gc log). Turns out the two are related, as the [on expired callback|https://github.com/apache/cassandra/blob/trunk/src/java/org/apache/cassandra/net/OutboundConnection.java#L462] creates a huge amount of strings in the {{id()}} call. The next question is what causes all those message expirations; we thoroughly reviewed the internode messaging code and the only issue we could find so far is related to the ""batch pruning"" calls [here|https://github.com/apache/cassandra/blob/trunk/src/java/org/apache/cassandra/net/OutboundMessageQueue.java#L81] and [here|https://github.com/apache/cassandra/blob/trunk/src/java/org/apache/cassandra/net/OutboundMessageQueue.java#L188]: it _seems_ too mu"
13296905,add client request size metrics to netty pipeline,Resolved,Normal,Fixed,"We currently lack metrics around client connection incoming / outgoing bytes. It’s fairly standard to know how many bytes are read and written to the network, but that aggregates client facing and internal cluster traffic to a single number. This patch will help us understand client overhead more granularly."
13295880,flaky testWithMismatchingPending - org.apache.cassandra.distributed.test.PreviewRepairTest,Resolved,Normal,Fixed,Observed in: https://app.circleci.com/pipelines/github/newkek/cassandra/34/workflows/1c6b157d-13c3-48a9-85fb-9fe8c153256b/jobs/191/tests Failure: {noformat} testWithMismatchingPending - org.apache.cassandra.distributed.test.PreviewRepairTest junit.framework.AssertionFailedError at org.apache.cassandra.distributed.test.PreviewRepairTest.testWithMismatchingPending(PreviewRepairTest.java:97) {noformat} [Circle CI|https://circleci.com/gh/dcapwell/cassandra/tree/bug%2FCASSANDRA-15685]
13296640,Only track ideal CL failure when request CL is met,Resolved,Normal,Fixed,"When ideal_consistency_level is set (CASSANDRA-13289), we currently increment a counter if a request doesn’t meet the consistency level specified in the configuration (or through JMX). At the moment, we increment the counter if the query was successful or not. I think it would be slightly better if we only incremented the counter if the ideal CL wasn’t achieved but the query’s CL was met. The original JIRA, stated the following as an objective: {quote}If your application writes at LOCAL_QUORUM how often are those writes failing to achieve EACH_QUORUM at other data centers. If you failed your application over to one of those data centers roughly how inconsistent might it be given the number of writes that didn't propagate since the last incremental repair? {quote} The main benefit to the JIRA was to set a CL higher than the CL being used, and to track how often we weren’t able to hit that CL despise hitting the underlying CL. We should only increment the counter in a case where we were able to meet the query provided consistency but were unable to meet the ideal consistency level."
13297307,DOC - Add cqlsh Python 3 support in NEWS.txt and tools section of website,Resolved,Normal,Fixed,h2. Background I found out by accident that CASSANDRA-10190 is not documented in {{NEWS.txt}}. h2. Scope * {{NEWS.txt}} - Add info on Python 3 support for cqlsh. * Docs - include new {{--python}} option
